"Year","Station","Transect","Parameter","Value"
2014,"Fulladosa Bay","19","Epiphytes",3
2014,"Fulladosa Bay","19","Epiphytes",2
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","21","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","20","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","19","Halodule Density",0
2014,"Fulladosa Bay","21","Sediment %Cover",5
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",5
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",5
2014,"Fulladosa Bay","21","Sediment %Cover",5
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",5
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",37.5
2014,"Fulladosa Bay","21","Sediment %Cover",15
2014,"Fulladosa Bay","21","Sediment %Cover",5
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",37.5
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",37.5
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",37.5
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",37.5
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","20","Sediment %Cover",37.5
2014,"Fulladosa Bay","20","Sediment %Cover",37.5
2014,"Fulladosa Bay","20","Sediment %Cover",15
2014,"Fulladosa Bay","19","Sediment %Cover",15
2014,"Fulladosa Bay","19","Sediment %Cover",15
2014,"Fulladosa Bay","19","Sediment %Cover",5
2014,"Fulladosa Bay","19","Sediment %Cover",5
2014,"Fulladosa Bay","19","Sediment %Cover",15
2014,"Fulladosa Bay","19","Sediment %Cover",5
2014,"Fulladosa Bay","19","Sediment %Cover",5
2014,"Fulladosa Bay","19","Sediment %Cover",5
2014,"Fulladosa Bay","19","Sediment %Cover",15
2014,"Fulladosa Bay","19","Sediment %Cover",15
2014,"Fulladosa Bay","19","Sediment %Cover",5
2014,"Fulladosa Bay","19","Sediment %Cover",5
2014,"Fulladosa Bay","19","Sediment %Cover",5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",15
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",37.5
2014,"Fulladosa Bay","19","Sediment %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium %Cover",15
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",5
2014,"Fulladosa Bay","21","Syringodium %Cover",15
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",2.5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","20","Syringodium %Cover",5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",5
2014,"Fulladosa Bay","19","Syringodium %Cover",5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","19","Syringodium %Cover",2.5
2014,"Fulladosa Bay","21","Syringodium Density",3
2014,"Fulladosa Bay","21","Syringodium Density",2
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",6
2014,"Fulladosa Bay","21","Syringodium Density",2
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",1
2014,"Fulladosa Bay","21","Syringodium Density",2
2014,"Fulladosa Bay","21","Syringodium Density",1
2014,"Fulladosa Bay","21","Syringodium Density",1
2014,"Fulladosa Bay","21","Syringodium Density",6
2014,"Fulladosa Bay","21","Syringodium Density",1
2014,"Fulladosa Bay","21","Syringodium Density",4
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","21","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",1
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",2
2014,"Fulladosa Bay","20","Syringodium Density",2
2014,"Fulladosa Bay","20","Syringodium Density",2
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",1
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",3
2014,"Fulladosa Bay","20","Syringodium Density",1
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",1
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",12
2014,"Fulladosa Bay","20","Syringodium Density",8
2014,"Fulladosa Bay","20","Syringodium Density",2
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","20","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",9
2014,"Fulladosa Bay","19","Syringodium Density",1
2014,"Fulladosa Bay","19","Syringodium Density",4
2014,"Fulladosa Bay","19","Syringodium Density",1
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",6
2014,"Fulladosa Bay","19","Syringodium Density",1
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",8
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",1
2014,"Fulladosa Bay","19","Syringodium Density",10
2014,"Fulladosa Bay","19","Syringodium Density",3
2014,"Fulladosa Bay","19","Syringodium Density",8
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","19","Syringodium Density",0
2014,"Fulladosa Bay","21","Thalassia %Cover",15
2014,"Fulladosa Bay","21","Thalassia %Cover",62.5
2014,"Fulladosa Bay","21","Thalassia %Cover",15
2014,"Fulladosa Bay","21","Thalassia %Cover",37.5
2014,"Fulladosa Bay","21","Thalassia %Cover",37.5
2014,"Fulladosa Bay","21","Thalassia %Cover",62.5
2014,"Fulladosa Bay","21","Thalassia %Cover",37.5
2014,"Fulladosa Bay","21","Thalassia %Cover",62.5
2014,"Fulladosa Bay","21","Thalassia %Cover",62.5
2014,"Fulladosa Bay","21","Thalassia %Cover",37.5
2014,"Fulladosa Bay","21","Thalassia %Cover",37.5
2014,"Fulladosa Bay","21","Thalassia %Cover",15
2014,"Fulladosa Bay","21","Thalassia %Cover",15
2014,"Fulladosa Bay","21","Thalassia %Cover",15
2014,"Fulladosa Bay","21","Thalassia %Cover",15
2014,"Fulladosa Bay","21","Thalassia %Cover",62.5
2014,"Fulladosa Bay","21","Thalassia %Cover",37.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","21","Thalassia %Cover",87.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",37.5
2014,"Fulladosa Bay","20","Thalassia %Cover",15
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",15
2014,"Fulladosa Bay","20","Thalassia %Cover",15
2014,"Fulladosa Bay","20","Thalassia %Cover",37.5
2014,"Fulladosa Bay","20","Thalassia %Cover",15
2014,"Fulladosa Bay","20","Thalassia %Cover",15
2014,"Fulladosa Bay","20","Thalassia %Cover",37.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",87.5
2014,"Fulladosa Bay","20","Thalassia %Cover",87.5
2014,"Fulladosa Bay","20","Thalassia %Cover",87.5
2014,"Fulladosa Bay","20","Thalassia %Cover",87.5
2014,"Fulladosa Bay","20","Thalassia %Cover",87.5
2014,"Fulladosa Bay","20","Thalassia %Cover",87.5
2014,"Fulladosa Bay","20","Thalassia %Cover",87.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","20","Thalassia %Cover",87.5
2014,"Fulladosa Bay","20","Thalassia %Cover",87.5
2014,"Fulladosa Bay","20","Thalassia %Cover",62.5
2014,"Fulladosa Bay","19","Thalassia %Cover",87.5
2014,"Fulladosa Bay","19","Thalassia %Cover",62.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",62.5
2014,"Fulladosa Bay","19","Thalassia %Cover",62.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",15
2014,"Fulladosa Bay","19","Thalassia %Cover",62.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",37.5
2014,"Fulladosa Bay","19","Thalassia %Cover",62.5
2014,"Fulladosa Bay","19","Thalassia %Cover",87.5
2014,"Fulladosa Bay","19","Thalassia %Cover",87.5
2014,"Fulladosa Bay","19","Thalassia %Cover",87.5
2014,"Fulladosa Bay","19","Thalassia %Cover",62.5
2014,"Fulladosa Bay","19","Thalassia %Cover",87.5
2014,"Fulladosa Bay","19","Thalassia %Cover",87.5
2014,"Fulladosa Bay","19","Thalassia %Cover",87.5
2014,"Fulladosa Bay","19","Thalassia %Cover",87.5
2014,"Fulladosa Bay","19","Thalassia %Cover",87.5
2014,"Fulladosa Bay","19","Thalassia %Cover",87.5
2014,"Fulladosa Bay","19","Thalassia %Cover",62.5
2014,"Fulladosa Bay","21","Thalassia Density",10
2014,"Fulladosa Bay","21","Thalassia Density",11
2014,"Fulladosa Bay","21","Thalassia Density",4
2014,"Fulladosa Bay","21","Thalassia Density",14
2014,"Fulladosa Bay","21","Thalassia Density",7
2014,"Fulladosa Bay","21","Thalassia Density",6
2014,"Fulladosa Bay","21","Thalassia Density",11
2014,"Fulladosa Bay","21","Thalassia Density",14
2014,"Fulladosa Bay","21","Thalassia Density",12
2014,"Fulladosa Bay","21","Thalassia Density",10
2014,"Fulladosa Bay","21","Thalassia Density",8
2014,"Fulladosa Bay","21","Thalassia Density",6
2014,"Fulladosa Bay","21","Thalassia Density",6
2014,"Fulladosa Bay","21","Thalassia Density",10
2014,"Fulladosa Bay","21","Thalassia Density",14
2014,"Fulladosa Bay","21","Thalassia Density",6
2014,"Fulladosa Bay","21","Thalassia Density",12
2014,"Fulladosa Bay","21","Thalassia Density",25
2014,"Fulladosa Bay","21","Thalassia Density",15
2014,"Fulladosa Bay","21","Thalassia Density",18
2014,"Fulladosa Bay","21","Thalassia Density",14
2014,"Fulladosa Bay","21","Thalassia Density",13
2014,"Fulladosa Bay","21","Thalassia Density",15
2014,"Fulladosa Bay","21","Thalassia Density",8
2014,"Fulladosa Bay","21","Thalassia Density",19
2014,"Fulladosa Bay","21","Thalassia Density",16
2014,"Fulladosa Bay","21","Thalassia Density",14
2014,"Fulladosa Bay","21","Thalassia Density",9
2014,"Fulladosa Bay","21","Thalassia Density",12
2014,"Fulladosa Bay","21","Thalassia Density",9
2014,"Fulladosa Bay","20","Thalassia Density",5
2014,"Fulladosa Bay","20","Thalassia Density",8
2014,"Fulladosa Bay","20","Thalassia Density",7
2014,"Fulladosa Bay","20","Thalassia Density",7
2014,"Fulladosa Bay","20","Thalassia Density",9
2014,"Fulladosa Bay","20","Thalassia Density",10
2014,"Fulladosa Bay","20","Thalassia Density",4
2014,"Fulladosa Bay","20","Thalassia Density",8
2014,"Fulladosa Bay","20","Thalassia Density",8
2014,"Fulladosa Bay","20","Thalassia Density",2
2014,"Fulladosa Bay","20","Thalassia Density",3
2014,"Fulladosa Bay","20","Thalassia Density",6
2014,"Fulladosa Bay","20","Thalassia Density",7
2014,"Fulladosa Bay","20","Thalassia Density",4
2014,"Fulladosa Bay","20","Thalassia Density",7
2014,"Fulladosa Bay","20","Thalassia Density",6
2014,"Fulladosa Bay","20","Thalassia Density",5
2014,"Fulladosa Bay","20","Thalassia Density",7
2014,"Fulladosa Bay","20","Thalassia Density",10
2014,"Fulladosa Bay","20","Thalassia Density",10
2014,"Fulladosa Bay","20","Thalassia Density",12
2014,"Fulladosa Bay","20","Thalassia Density",17
2014,"Fulladosa Bay","20","Thalassia Density",19
2014,"Fulladosa Bay","20","Thalassia Density",15
2014,"Fulladosa Bay","20","Thalassia Density",17
2014,"Fulladosa Bay","20","Thalassia Density",17
2014,"Fulladosa Bay","20","Thalassia Density",18
2014,"Fulladosa Bay","20","Thalassia Density",18
2014,"Fulladosa Bay","20","Thalassia Density",17
2014,"Fulladosa Bay","20","Thalassia Density",8
2014,"Fulladosa Bay","19","Thalassia Density",13
2014,"Fulladosa Bay","19","Thalassia Density",9
2014,"Fulladosa Bay","19","Thalassia Density",8
2014,"Fulladosa Bay","19","Thalassia Density",8
2014,"Fulladosa Bay","19","Thalassia Density",3
2014,"Fulladosa Bay","19","Thalassia Density",2
2014,"Fulladosa Bay","19","Thalassia Density",6
2014,"Fulladosa Bay","19","Thalassia Density",10
2014,"Fulladosa Bay","19","Thalassia Density",4
2014,"Fulladosa Bay","19","Thalassia Density",7
2014,"Fulladosa Bay","19","Thalassia Density",12
2014,"Fulladosa Bay","19","Thalassia Density",8
2014,"Fulladosa Bay","19","Thalassia Density",10
2014,"Fulladosa Bay","19","Thalassia Density",12
2014,"Fulladosa Bay","19","Thalassia Density",10
2014,"Fulladosa Bay","19","Thalassia Density",16
2014,"Fulladosa Bay","19","Thalassia Density",12
2014,"Fulladosa Bay","19","Thalassia Density",5
2014,"Fulladosa Bay","19","Thalassia Density",13
2014,"Fulladosa Bay","19","Thalassia Density",18
2014,"Fulladosa Bay","19","Thalassia Density",22
2014,"Fulladosa Bay","19","Thalassia Density",16
2014,"Fulladosa Bay","19","Thalassia Density",15
2014,"Fulladosa Bay","19","Thalassia Density",20
2014,"Fulladosa Bay","19","Thalassia Density",21
2014,"Fulladosa Bay","19","Thalassia Density",19
2014,"Fulladosa Bay","19","Thalassia Density",16
2014,"Fulladosa Bay","19","Thalassia Density",19
2014,"Fulladosa Bay","19","Thalassia Density",12
2014,"Fulladosa Bay","19","Thalassia Density",11
2014,"Fulladosa Bay","21","Total %Cover",37.5
2014,"Fulladosa Bay","21","Total %Cover",87.5
2014,"Fulladosa Bay","21","Total %Cover",87.5
2014,"Fulladosa Bay","21","Total %Cover",87.5
2014,"Fulladosa Bay","21","Total %Cover",87.5
2014,"Fulladosa Bay","21","Total %Cover",87.5
2014,"Fulladosa Bay","21","Total %Cover",62.5
2014,"Fulladosa Bay","21","Total %Cover",62.5
